Exp,Site,Hole,Core,Type,Sect,A/W,Offset (cm),Depth CSF-A (m),Depth CSF-B (m),Depth CCSF-379-U1533-ABCD-20191030 (m),Magnetic susceptibility (SI x 10^-5),Configuration filename,Run filename,Auxiliary file filename,Instrument,Instrument group,Timestamp (UTC),Text ID,Test No.,Sample comments,Test comments,Result comments
379,U1533,A,3,H,2,A,78.0,21.28,21.162,27.010,70.00,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,80.0,21.3,21.181,27.030,79.33,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,82.0,21.32,21.200,27.050,91.00,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,84.0,21.34,21.219,27.070,94.67,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,86.0,21.36,21.238,27.090,105.00,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,88.0,21.38,21.257,27.110,95.00,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,90.0,21.4,21.276,27.130,125.67,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,92.0,21.42,21.294,27.150,114.00,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,94.0,21.44,21.313,27.170,120.67,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,96.0,21.46,21.332,27.190,125.00,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,98.0,21.48,21.351,27.210,103.00,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,100.0,21.5,21.370,27.230,104.67,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,102.0,21.52,21.389,27.250,101.67,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,104.0,21.54,21.408,27.270,84.33,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,106.0,21.56,21.427,27.290,60.67,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,108.0,21.58,21.446,27.310,58.00,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,110.0,21.6,21.465,27.330,67.67,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,112.0,21.62,21.484,27.350,67.33,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,114.0,21.64,21.503,27.370,75.67,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,116.0,21.66,21.522,27.390,80.33,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,118.0,21.68,21.541,27.410,96.00,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,120.0,21.7,21.560,27.430,86.00,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,122.0,21.72,21.579,27.450,66.33,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,124.0,21.74,21.598,27.470,65.00,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,126.0,21.76,21.617,27.490,71.00,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,128.0,21.78,21.636,27.510,75.00,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,130.0,21.8,21.655,27.530,81.00,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,132.0,21.82,21.674,27.550,87.00,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,134.0,21.84,21.693,27.570,82.33,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,136.0,21.86,21.712,27.590,80.67,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,138.0,21.88,21.731,27.610,77.33,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,140.0,21.9,21.750,27.630,77.00,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,142.0,21.92,21.769,27.650,82.00,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,2,A,144.0,21.94,21.788,27.670,76.67,,,,,SHMSL,2019-02-26 18:45:43,SHLF9764021,113097021,,,
379,U1533,A,3,H,3,A,2.0,22.03,21.873,27.760,30.00,379-MSPOINT-47740531-i_pi_ms.ini,379-MSPOINT-48296381-379-U1533A-3H-3-A_20190226130051.MSPOINT,379-MSPOINT-48296361-raw_379-u1533a-3h-3-a_1902261300513_mspoint..csv,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,4.0,22.05,21.892,27.780,68.00,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,6.0,22.07,21.911,27.800,67.00,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,8.0,22.09,21.930,27.820,68.33,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,10.0,22.11,21.949,27.840,67.33,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,12.0,22.13,21.968,27.860,68.00,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,14.0,22.15,21.987,27.880,69.00,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,16.0,22.17,22.006,27.900,72.33,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,18.0,22.19,22.025,27.920,77.00,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,20.0,22.21,22.044,27.940,91.00,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,22.0,22.23,22.062,27.960,116.00,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,24.0,22.25,22.081,27.980,116.33,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,26.0,22.27,22.100,28.000,119.00,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,28.0,22.29,22.119,28.020,131.00,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,30.0,22.31,22.138,28.040,131.00,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,32.0,22.33,22.157,28.060,126.67,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,34.0,22.35,22.176,28.080,131.33,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,36.0,22.37,22.195,28.100,127.33,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,38.0,22.39,22.214,28.120,131.00,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,40.0,22.41,22.233,28.140,133.33,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,42.0,22.43,22.252,28.160,125.33,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,44.0,22.45,22.271,28.180,124.67,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,46.0,22.47,22.290,28.200,128.00,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,48.0,22.49,22.309,28.220,145.00,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,50.0,22.51,22.328,28.240,147.33,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,52.0,22.53,22.347,28.260,82.00,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,54.0,22.55,22.366,28.280,76.00,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,56.0,22.57,22.385,28.300,67.67,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,58.0,22.59,22.404,28.320,73.00,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,60.0,22.61,22.423,28.340,75.00,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,62.0,22.63,22.442,28.360,77.00,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,64.0,22.65,22.461,28.380,75.00,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,66.0,22.67,22.479,28.400,75.00,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,68.0,22.69,22.498,28.420,83.00,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,70.0,22.71,22.517,28.440,90.00,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,72.0,22.73,22.536,28.460,91.33,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,74.0,22.75,22.555,28.480,92.00,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,76.0,22.77,22.574,28.500,85.33,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,78.0,22.79,22.593,28.520,77.00,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,80.0,22.81,22.612,28.540,72.00,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,82.0,22.83,22.631,28.560,64.00,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,84.0,22.85,22.650,28.580,61.67,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,86.0,22.87,22.669,28.600,63.00,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,88.0,22.89,22.688,28.620,59.00,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,90.0,22.91,22.707,28.640,60.33,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,92.0,22.93,22.726,28.660,53.00,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,94.0,22.95,22.745,28.680,53.00,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,96.0,22.97,22.764,28.700,53.00,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,98.0,22.99,22.783,28.720,44.00,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,100.0,23.01,22.802,28.740,43.33,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,102.0,23.03,22.821,28.760,42.67,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,104.0,23.05,22.840,28.780,44.00,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,106.0,23.07,22.859,28.800,44.00,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,108.0,23.09,22.877,28.820,45.00,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,110.0,23.11,22.896,28.840,46.33,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,112.0,23.13,22.915,28.860,50.00,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,114.0,23.15,22.934,28.880,54.67,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,116.0,23.17,22.953,28.900,60.00,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,118.0,23.19,22.972,28.920,63.67,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,120.0,23.21,22.991,28.940,68.33,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,122.0,23.23,23.010,28.960,67.33,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,124.0,23.25,23.029,28.980,67.33,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,126.0,23.27,23.048,29.000,69.33,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,128.0,23.29,23.067,29.020,80.67,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,130.0,23.31,23.086,29.040,78.00,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,132.0,23.33,23.105,29.060,73.00,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,134.0,23.35,23.124,29.080,73.00,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,136.0,23.37,23.143,29.100,74.67,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,138.0,23.39,23.162,29.120,73.00,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,140.0,23.41,23.181,29.140,70.00,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,142.0,23.43,23.200,29.160,65.33,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,144.0,23.45,23.219,29.180,60.67,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,146.0,23.47,23.238,29.200,50.00,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,3,A,148.0,23.49,23.257,29.220,44.33,,,,,SHMSL,2019-02-26 19:00:51,SHLF9764051,113097551,,,
379,U1533,A,3,H,4,A,2.0,23.54,23.304,29.270,14.67,379-MSPOINT-47740531-i_pi_ms.ini,379-MSPOINT-48296921-379-U1533A-3H-4-A_20190226131543.MSPOINT,379-MSPOINT-48296901-raw_379-u1533a-3h-4-a_1902261315433_mspoint..csv,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,4.0,23.56,23.323,29.290,45.00,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,6.0,23.58,23.342,29.310,45.67,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,8.0,23.6,23.361,29.330,48.00,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,10.0,23.62,23.380,29.350,47.00,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,12.0,23.64,23.399,29.370,48.67,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,14.0,23.66,23.418,29.390,49.67,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,16.0,23.68,23.437,29.410,52.00,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,18.0,23.7,23.456,29.430,54.00,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,20.0,23.72,23.475,29.450,56.00,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,22.0,23.74,23.494,29.470,57.00,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,24.0,23.76,23.513,29.490,60.00,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,26.0,23.78,23.532,29.510,63.33,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,28.0,23.8,23.551,29.530,66.00,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,30.0,23.82,23.570,29.550,70.33,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,32.0,23.84,23.588,29.570,73.00,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,34.0,23.86,23.607,29.590,75.67,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,36.0,23.88,23.626,29.610,79.33,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,38.0,23.9,23.645,29.630,80.67,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,40.0,23.92,23.664,29.650,83.00,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,42.0,23.94,23.683,29.670,86.67,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,44.0,23.96,23.702,29.690,87.00,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,46.0,23.98,23.721,29.710,90.00,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,48.0,24,23.740,29.730,88.00,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,50.0,24.02,23.759,29.750,87.67,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,52.0,24.04,23.778,29.770,90.00,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,54.0,24.06,23.797,29.790,84.33,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,56.0,24.08,23.816,29.810,81.33,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,58.0,24.1,23.835,29.830,77.00,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,60.0,24.12,23.854,29.850,69.00,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,62.0,24.14,23.873,29.870,58.00,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,64.0,24.16,23.892,29.890,53.00,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,66.0,24.18,23.911,29.910,55.67,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,68.0,24.2,23.930,29.930,56.33,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,70.0,24.22,23.949,29.950,53.67,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,72.0,24.24,23.968,29.970,54.00,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,74.0,24.26,23.987,29.990,47.67,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,76.0,24.28,24.006,30.010,47.33,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,78.0,24.3,24.025,30.030,42.00,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,80.0,24.32,24.044,30.050,46.00,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,82.0,24.34,24.063,30.070,54.00,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,84.0,24.36,24.082,30.090,65.00,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,86.0,24.38,24.101,30.110,65.33,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,88.0,24.4,24.120,30.130,74.33,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,90.0,24.42,24.139,30.150,121.33,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,92.0,24.44,24.157,30.170,68.00,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,94.0,24.46,24.176,30.190,80.33,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,96.0,24.48,24.195,30.210,73.67,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,98.0,24.5,24.214,30.230,80.33,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,100.0,24.52,24.233,30.250,70.00,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,102.0,24.54,24.252,30.270,64.00,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,104.0,24.56,24.271,30.290,56.67,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,106.0,24.58,24.290,30.310,58.00,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,108.0,24.6,24.309,30.330,53.67,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,110.0,24.62,24.328,30.350,50.33,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,112.0,24.64,24.347,30.370,47.33,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,114.0,24.66,24.366,30.390,43.33,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,116.0,24.68,24.385,30.410,38.00,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,118.0,24.7,24.404,30.430,37.00,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,120.0,24.72,24.423,30.450,36.00,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,122.0,24.74,24.442,30.470,35.00,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,124.0,24.76,24.461,30.490,42.00,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,126.0,24.78,24.480,30.510,36.00,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,128.0,24.8,24.499,30.530,34.33,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,130.0,24.82,24.518,30.550,35.33,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,132.0,24.84,24.537,30.570,37.33,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,134.0,24.86,24.556,30.590,42.00,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,136.0,24.88,24.575,30.610,37.00,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,138.0,24.9,24.594,30.630,38.67,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,140.0,24.92,24.613,30.650,37.33,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,142.0,24.94,24.632,30.670,38.67,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,144.0,24.96,24.651,30.690,38.67,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,146.0,24.98,24.670,30.710,40.67,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
379,U1533,A,3,H,4,A,148.0,25,24.689,30.730,40.33,,,,,SHMSL,2019-02-26 19:15:43,SHLF9764081,113099321,,,
