Exp,Site,Hole,Core,Type,Sect,A/W,Offset (cm),Depth CSF-A (m),Depth CSF-B (m),Depth CCSF-379-U1533-ABCD-20191030 (m),Magnetic susceptibility (SI x 10^-5),Configuration filename,Run filename,Auxiliary file filename,Instrument,Instrument group,Timestamp (UTC),Text ID,Test No.,Sample comments,Test comments,Result comments
379,U1533,D,4,H,7,A,20.0,29.76,29.760,37.540,40.00,,,,,SHMSL,2019-03-01 11:45:09,SHLF9779391,113204451,,,
379,U1533,D,4,H,7,A,22.0,29.78,29.780,37.560,41.00,,,,,SHMSL,2019-03-01 11:45:09,SHLF9779391,113204451,,,
379,U1533,D,4,H,7,A,24.0,29.8,29.800,37.580,40.33,,,,,SHMSL,2019-03-01 11:45:09,SHLF9779391,113204451,,,
379,U1533,D,4,H,7,A,26.0,29.82,29.820,37.600,38.00,,,,,SHMSL,2019-03-01 11:45:09,SHLF9779391,113204451,,,
379,U1533,D,4,H,7,A,28.0,29.84,29.840,37.620,38.67,,,,,SHMSL,2019-03-01 11:45:09,SHLF9779391,113204451,,,
379,U1533,D,4,H,7,A,30.0,29.86,29.860,37.640,39.67,,,,,SHMSL,2019-03-01 11:45:09,SHLF9779391,113204451,,,
379,U1533,D,4,H,7,A,32.0,29.88,29.880,37.660,39.33,,,,,SHMSL,2019-03-01 11:45:09,SHLF9779391,113204451,,,
379,U1533,D,4,H,7,A,34.0,29.9,29.900,37.680,39.00,,,,,SHMSL,2019-03-01 11:45:09,SHLF9779391,113204451,,,
379,U1533,D,4,H,7,A,36.0,29.92,29.920,37.700,39.00,,,,,SHMSL,2019-03-01 11:45:09,SHLF9779391,113204451,,,
379,U1533,D,4,H,7,A,38.0,29.94,29.940,37.720,40.00,,,,,SHMSL,2019-03-01 11:45:09,SHLF9779391,113204451,,,
379,U1533,D,4,H,7,A,40.0,29.96,29.960,37.740,43.33,,,,,SHMSL,2019-03-01 11:45:09,SHLF9779391,113204451,,,
379,U1533,D,4,H,7,A,42.0,29.98,29.980,37.760,36.00,,,,,SHMSL,2019-03-01 11:45:09,SHLF9779391,113204451,,,
379,U1533,D,4,H,7,A,44.0,30,30.000,37.780,41.00,,,,,SHMSL,2019-03-01 11:45:09,SHLF9779391,113204451,,,
379,U1533,D,4,H,7,A,46.0,30.02,30.020,37.800,43.00,,,,,SHMSL,2019-03-01 11:45:09,SHLF9779391,113204451,,,
379,U1533,D,4,H,7,A,48.0,30.04,30.040,37.820,44.67,,,,,SHMSL,2019-03-01 11:45:09,SHLF9779391,113204451,,,
379,U1533,D,4,H,7,A,50.0,30.06,30.060,37.840,43.67,,,,,SHMSL,2019-03-01 11:45:09,SHLF9779391,113204451,,,
379,U1533,D,4,H,7,A,52.0,30.08,30.080,37.860,49.00,,,,,SHMSL,2019-03-01 11:45:09,SHLF9779391,113204451,,,
379,U1533,D,4,H,7,A,54.0,30.1,30.100,37.880,48.00,,,,,SHMSL,2019-03-01 11:45:09,SHLF9779391,113204451,,,
379,U1533,D,4,H,7,A,56.0,30.12,30.120,37.900,46.00,,,,,SHMSL,2019-03-01 11:45:09,SHLF9779391,113204451,,,
379,U1533,D,4,H,CC,A,2.0,30.18,30.180,37.960,15.00,379-MSPOINT-47740531-i_pi_ms.ini,379-MSPOINT-48433851-379-U1533D-4H-CC-A_20190301055315.MSPOINT,379-MSPOINT-48433821-raw_379-u1533d-4h-cc-a_1903010553153_mspoint..csv,,SHMSL,2019-03-01 11:53:15,SHLF9779421,113205001,,,
379,U1533,D,4,H,CC,A,4.0,30.2,30.200,37.980,48.67,,,,,SHMSL,2019-03-01 11:53:15,SHLF9779421,113205001,,,
379,U1533,D,4,H,CC,A,6.0,30.22,30.220,38.000,50.00,,,,,SHMSL,2019-03-01 11:53:15,SHLF9779421,113205001,,,
379,U1533,D,4,H,CC,A,8.0,30.24,30.240,38.020,51.00,,,,,SHMSL,2019-03-01 11:53:15,SHLF9779421,113205001,,,
379,U1533,D,4,H,CC,A,10.0,30.26,30.260,38.040,53.00,,,,,SHMSL,2019-03-01 11:53:15,SHLF9779421,113205001,,,
379,U1533,D,4,H,CC,A,12.0,30.28,30.280,38.060,54.00,,,,,SHMSL,2019-03-01 11:53:15,SHLF9779421,113205001,,,
379,U1533,D,4,H,CC,A,14.0,30.3,30.300,38.080,55.00,,,,,SHMSL,2019-03-01 11:53:15,SHLF9779421,113205001,,,
379,U1533,D,4,H,CC,A,16.0,30.32,30.320,38.100,61.33,,,,,SHMSL,2019-03-01 11:53:15,SHLF9779421,113205001,,,
379,U1533,D,4,H,CC,A,18.0,30.34,30.340,38.120,59.33,,,,,SHMSL,2019-03-01 11:53:15,SHLF9779421,113205001,,,
379,U1533,D,4,H,CC,A,20.0,30.36,30.360,38.140,58.00,,,,,SHMSL,2019-03-01 11:53:15,SHLF9779421,113205001,,,
379,U1533,D,4,H,CC,A,22.0,30.38,30.380,38.160,59.33,,,,,SHMSL,2019-03-01 11:53:15,SHLF9779421,113205001,,,
379,U1533,D,4,H,CC,A,24.0,30.4,30.400,38.180,65.00,,,,,SHMSL,2019-03-01 11:53:15,SHLF9779421,113205001,,,
379,U1533,D,4,H,CC,A,26.0,30.42,30.420,38.200,17.67,,,,,SHMSL,2019-03-01 11:53:15,SHLF9779421,113205001,,,
379,U1533,D,4,H,CC,A,28.0,30.44,30.440,38.220,1.00,,,,,SHMSL,2019-03-01 11:53:15,SHLF9779421,113205001,,,
379,U1533,D,5,H,1,A,2.0,30.52,30.520,37.830,13.67,379-MSPOINT-47740531-i_pi_ms.ini,379-MSPOINT-48435801-379-U1533D-5H-1-A_20190301075048.MSPOINT,379-MSPOINT-48435781-raw_379-u1533d-5h-1-a_1903010750483_mspoint..csv,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,4.0,30.54,30.540,37.850,50.00,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,6.0,30.56,30.560,37.870,56.00,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,8.0,30.58,30.580,37.890,58.67,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,10.0,30.6,30.600,37.910,57.00,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,12.0,30.62,30.620,37.930,43.00,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,14.0,30.64,30.640,37.950,49.67,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,16.0,30.66,30.660,37.970,45.00,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,18.0,30.68,30.680,37.990,55.00,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,20.0,30.7,30.700,38.010,50.33,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,22.0,30.72,30.720,38.030,61.00,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,24.0,30.74,30.740,38.050,73.00,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,26.0,30.76,30.760,38.070,57.33,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,28.0,30.78,30.780,38.090,81.00,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,30.0,30.8,30.800,38.110,94.67,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,32.0,30.82,30.820,38.130,74.67,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,34.0,30.84,30.840,38.150,72.67,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,36.0,30.86,30.860,38.170,62.33,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,38.0,30.88,30.880,38.190,66.00,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,40.0,30.9,30.900,38.210,73.67,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,42.0,30.92,30.920,38.230,73.67,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,44.0,30.94,30.940,38.250,80.00,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,46.0,30.96,30.960,38.270,99.00,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,48.0,30.98,30.980,38.290,98.00,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,50.0,31,31.000,38.310,78.33,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,52.0,31.02,31.020,38.330,73.33,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,54.0,31.04,31.040,38.350,62.33,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,56.0,31.06,31.060,38.370,54.33,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,58.0,31.08,31.080,38.390,47.33,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,60.0,31.1,31.100,38.410,43.33,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,62.0,31.12,31.120,38.430,42.00,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,64.0,31.14,31.140,38.450,39.00,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,66.0,31.16,31.160,38.470,36.67,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,68.0,31.18,31.180,38.490,40.33,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,70.0,31.2,31.200,38.510,41.00,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,72.0,31.22,31.220,38.530,41.00,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,74.0,31.24,31.240,38.550,41.00,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,76.0,31.26,31.260,38.570,42.33,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,78.0,31.28,31.280,38.590,42.00,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,80.0,31.3,31.300,38.610,43.33,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,82.0,31.32,31.320,38.630,42.67,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,84.0,31.34,31.340,38.650,41.33,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,86.0,31.36,31.360,38.670,41.00,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,88.0,31.38,31.380,38.690,40.33,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,90.0,31.4,31.400,38.710,44.00,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,92.0,31.42,31.420,38.730,60.67,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,94.0,31.44,31.440,38.750,717.67,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,96.0,31.46,31.460,38.770,109.00,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,98.0,31.48,31.480,38.790,55.67,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,100.0,31.5,31.500,38.810,56.00,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,102.0,31.52,31.520,38.830,57.00,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,104.0,31.54,31.540,38.850,56.67,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,106.0,31.56,31.560,38.870,60.33,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,108.0,31.58,31.580,38.890,60.33,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,110.0,31.6,31.600,38.910,58.67,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,112.0,31.62,31.620,38.930,60.67,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,114.0,31.64,31.640,38.950,63.00,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,116.0,31.66,31.660,38.970,66.00,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,118.0,31.68,31.680,38.990,68.33,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,120.0,31.7,31.700,39.010,74.00,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,122.0,31.72,31.720,39.030,86.00,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,124.0,31.74,31.740,39.050,89.67,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,126.0,31.76,31.760,39.070,89.33,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,128.0,31.78,31.780,39.090,84.33,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,130.0,31.8,31.800,39.110,76.67,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,132.0,31.82,31.820,39.130,78.67,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,134.0,31.84,31.840,39.150,89.67,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,136.0,31.86,31.860,39.170,86.33,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,138.0,31.88,31.880,39.190,88.00,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,140.0,31.9,31.900,39.210,88.33,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,142.0,31.92,31.920,39.230,89.00,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,144.0,31.94,31.940,39.250,85.00,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,146.0,31.96,31.960,39.270,76.33,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,1,A,148.0,31.98,31.980,39.290,70.67,,,,,SHMSL,2019-03-01 13:50:48,SHLF9779581,113205811,,,
379,U1533,D,5,H,2,A,2.0,32.03,32.030,39.340,40.33,379-MSPOINT-47740531-i_pi_ms.ini,379-MSPOINT-48436201-379-U1533D-5H-2-A_20190301080836.MSPOINT,379-MSPOINT-48436141-raw_379-u1533d-5h-2-a_1903010808363_mspoint..csv,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,4.0,32.05,32.050,39.360,78.33,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,6.0,32.07,32.070,39.380,63.67,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,8.0,32.09,32.090,39.400,66.67,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,10.0,32.11,32.110,39.420,80.33,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,12.0,32.13,32.130,39.440,66.67,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,14.0,32.15,32.150,39.460,74.00,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,16.0,32.17,32.170,39.480,94.00,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,18.0,32.19,32.190,39.500,97.67,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,20.0,32.21,32.210,39.520,109.67,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,22.0,32.23,32.230,39.540,98.00,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,24.0,32.25,32.250,39.560,73.67,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,26.0,32.27,32.270,39.580,74.33,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,28.0,32.29,32.290,39.600,81.00,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,30.0,32.31,32.310,39.620,86.67,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,32.0,32.33,32.330,39.640,84.33,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,34.0,32.35,32.350,39.660,83.00,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,36.0,32.37,32.370,39.680,79.33,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,38.0,32.39,32.390,39.700,74.33,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,40.0,32.41,32.410,39.720,75.00,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,42.0,32.43,32.430,39.740,69.33,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,44.0,32.45,32.450,39.760,59.33,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,46.0,32.47,32.470,39.780,51.67,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,48.0,32.49,32.490,39.800,51.67,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,50.0,32.51,32.510,39.820,55.67,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,52.0,32.53,32.530,39.840,56.00,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,54.0,32.55,32.550,39.860,51.00,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,56.0,32.57,32.570,39.880,52.00,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,58.0,32.59,32.590,39.900,52.67,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,60.0,32.61,32.610,39.920,53.00,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,62.0,32.63,32.630,39.940,59.00,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,64.0,32.65,32.650,39.960,61.67,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,66.0,32.67,32.670,39.980,58.33,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,68.0,32.69,32.690,40.000,62.00,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,70.0,32.71,32.710,40.020,60.67,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,72.0,32.73,32.730,40.040,61.67,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,74.0,32.75,32.750,40.060,60.67,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,76.0,32.77,32.770,40.080,62.00,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,78.0,32.79,32.790,40.100,62.00,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,80.0,32.81,32.810,40.120,62.67,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,82.0,32.83,32.830,40.140,64.00,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,84.0,32.85,32.850,40.160,66.33,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,86.0,32.87,32.870,40.180,66.33,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,88.0,32.89,32.890,40.200,66.00,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,90.0,32.91,32.910,40.220,65.00,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,92.0,32.93,32.930,40.240,64.67,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,94.0,32.95,32.950,40.260,65.00,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,96.0,32.97,32.970,40.280,62.00,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,98.0,32.99,32.990,40.300,65.67,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,100.0,33.01,33.010,40.320,68.00,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,102.0,33.03,33.030,40.340,77.00,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,104.0,33.05,33.050,40.360,79.00,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,106.0,33.07,33.070,40.380,88.00,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,108.0,33.09,33.090,40.400,87.67,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,110.0,33.11,33.110,40.420,101.00,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,112.0,33.13,33.130,40.440,107.33,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,114.0,33.15,33.150,40.460,109.33,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,116.0,33.17,33.170,40.480,113.33,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,118.0,33.19,33.190,40.500,114.67,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,120.0,33.21,33.210,40.520,114.00,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,122.0,33.23,33.230,40.540,112.67,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,124.0,33.25,33.250,40.560,116.67,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,126.0,33.27,33.270,40.580,121.00,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,128.0,33.29,33.290,40.600,117.00,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,130.0,33.31,33.310,40.620,124.00,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,132.0,33.33,33.330,40.640,139.33,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,134.0,33.35,33.350,40.660,114.00,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,136.0,33.37,33.370,40.680,92.00,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,138.0,33.39,33.390,40.700,71.00,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,140.0,33.41,33.410,40.720,72.00,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,142.0,33.43,33.430,40.740,71.67,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,144.0,33.45,33.450,40.760,70.00,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,146.0,33.47,33.470,40.780,73.00,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
379,U1533,D,5,H,2,A,148.0,33.49,33.490,40.800,83.67,,,,,SHMSL,2019-03-01 14:08:36,SHLF9779611,113206571,,,
